8dcc6e6,780246,45.1329,123.1828,193,30100,431,0000,F-ZYHB3,B738,B-1752,1455885265,NDG,NAY,KN5760,0,64,KN5760,0
8dcc6e6,780246,44.9728,123.1292,193,30100,428,0000,F-ZYTX3,B738,B-1752,1455885348,NDG,NAY,KN5760,0,64,KN5760,0
8dcc6e6,780246,44.8059,123.069,200,30100,418,0000,F-ZYTX3,B738,B-1752,1455885436,NDG,NAY,KN5760,0,256,KN5760,0
8dcc6e6,780246,44.6723,122.9762,207,30100,410,0000,F-ZYTX3,B738,B-1752,1455885514,NDG,NAY,KN5760,0,64,KN5760,0
8dcc6e6,780246,44.5546,122.8922,206,30100,411,0000,F-ZYTX3,B738,B-1752,1455885584,NDG,NAY,KN5760,0,64,KN5760,0
8dcc6e6,780246,44.4297,122.8033,206,30100,413,0000,F-ZYTX3,B738,B-1752,1455885657,NDG,NAY,KN5760,0,0,KN5760,0
8dcc6e6,780246,44.2852,122.7009,206,30100,418,0000,F-ZYTX3,B738,B-1752,1455885741,NDG,NAY,KN5760,0,64,KN5760,0
8dcc6e6,780246,44.1391,122.5985,206,30100,418,0000,F-ZYTX3,B738,B-1752,1455885826,NDG,NAY,KN5760,0,0,KN5760,0
8dcc6e6,780246,44.0177,122.5132,206,30100,413,0000,F-ZYTX3,B738,B-1752,1455885896,NDG,NAY,KN5760,0,0,KN5760,0
8dcc6e6,780246,43.8795,122.4171,206,30100,408,0000,F-ZYTX3,B738,B-1752,1455885978,NDG,NAY,KN5760,0,64,KN5760,0
8dcc6e6,780246,43.7462,122.325,206,30100,407,0000,F-ZYTX3,B738,B-1752,1455886057,NDG,NAY,KN5760,0,128,KN5760,0
8dcc6e6,780246,43.6134,122.2332,206,30100,406,0000,F-ZYTX3,B738,B-1752,1455886136,NDG,NAY,KN5760,0,64,KN5760,0
8dcc6e6,780246,43.5106,122.11,231,30100,386,0000,F-ZYTX3,B738,B-1752,1455886212,NDG,NAY,KN5760,0,0,KN5760,0
8dcc6e6,780246,43.4138,121.9402,232,30100,385,0000,F-ZYTX3,B738,B-1752,1455886300,NDG,NAY,KN5760,0,-64,KN5760,0
8dcc6e6,780246,43.3233,121.7831,231,30100,383,0000,F-ZYTX3,B738,B-1752,1455886382,NDG,NAY,KN5760,0,-64,KN5760,0
8dcc6e6,780246,43.2369,121.6327,231,30100,382,0000,F-ZYTX3,B738,B-1752,1455886461,NDG,NAY,KN5760,0,0,KN5760,0
8dcc6e6,780246,43.1496,121.4831,231,30100,385,0000,F-ZYTX3,B738,B-1752,1455886540,NDG,NAY,KN5760,0,-64,KN5760,0
8dcc6e6,780246,43.0558,121.3221,231,30100,384,0000,F-ZYTX3,B738,B-1752,1455886625,NDG,NAY,KN5760,0,128,KN5760,0
8dcc6e6,780246,42.9713,121.1779,231,30100,385,0000,F-ZYTX3,B738,B-1752,1455886701,NDG,NAY,KN5760,0,0,KN5760,0
8dcc6e6,780246,42.8678,120.9998,232,30100,386,0000,F-ZYTX3,B738,B-1752,1455886794,NDG,NAY,KN5760,0,0,KN5760,0
8dcc6e6,780246,42.7811,120.8485,231,30100,388,0000,F-ZYTX3,B738,B-1752,1455886873,NDG,NAY,KN5760,0,-64,KN5760,0
8dcc6e6,780246,42.6839,120.6799,231,30100,388,0000,F-ZYTX3,B738,B-1752,1455886961,NDG,NAY,KN5760,0,0,KN5760,0
8dcc6e6,780246,42.5895,120.5172,231,30100,388,0000,F-ZYTX3,B738,B-1752,1455887046,NDG,NAY,KN5760,0,64,KN5760,0
8dcc6e6,780246,42.5059,120.3735,231,30100,386,0000,F-ZYTX3,B738,B-1752,1455887121,NDG,NAY,KN5760,0,64,KN5760,0
8dcc6e6,780246,42.4222,120.2306,231,30100,386,0000,F-ZYTX3,B738,B-1752,1455887197,NDG,NAY,KN5760,0,0,KN5760,0
8dcc6e6,780246,42.3343,120.0806,231,30100,395,0000,F-ZYTX3,B738,B-1752,1455887276,NDG,NAY,KN5760,0,0,KN5760,0
8dcc6e6,780246,42.2513,119.9468,229,30100,394,0000,F-ZYTX3,B738,B-1752,1455887355,NDG,NAY,KN5760,0,0,KN5760,0
8dcc6e6,780246,42.1627,119.7912,231,30125,384,0000,F-ZYTX3,B738,B-1752,1455887430,NDG,NAY,KN5760,0,128,KN5760,0
8dcc6e6,780246,42.0666,119.6422,229,30125,384,0000,F-ZYTX3,B738,B-1752,1455887527,NDG,NAY,KN5760,0,0,KN5760,0
8dcc6e6,780246,41.9649,119.4606,231,30100,390,5301,F-ZYTX3,B738,B-1752,1455887604,NDG,NAY,KN5760,0,0,KN5760,0
8dcc6e6,780246,41.8772,119.3259,228,30100,391,5301,F-ZYTX3,B738,B-1752,1455887687,NDG,NAY,KN5760,0,0,KN5760,0
8dcc6e6,780246,41.8032,119.2154,228,30100,391,5301,F-ZYTX3,B738,B-1752,1455887759,NDG,NAY,KN5760,0,0,KN5760,0
8dcc6e6,780246,41.6752,118.9694,231,30100,384,5301,F-ZBAA11,B738,B-1752,1455887867,NDG,NAY,KN5760,0,64,KN5760,0
