##长沙黄花国际机场,CSX,湖南,长沙
##南京禄口国际机场,NKG,江苏,南京
8dc2e1e,7804CE,31.6599,118.1014,83,11475,277,4252,F-ZSNJ3,B738,B-5196,1455861549,CSX,NKG,,0,-1472,CCD8958,0
8dc2e1e,7804CE,31.6666,118.2248,90,10000,252,4252,F-ZSNJ3,B738,B-5196,1455861633,CSX,NKG,,0,-576,CCD8958,0
8dc2e1e,7804CE,31.6671,118.3273,89,8625,215,4252,F-ZSNJ3,B738,B-5196,1455861717,CSX,NKG,,0,-1408,CCD8958,0
8dc2e1e,7804CE,31.6673,118.4033,90,7475,192,4252,F-ZSNJ2,B738,B-5196,1455861784,CSX,NKG,,0,-896,CCD8958,0
8dc2e1e,7804CE,31.6959,118.473,86,5650,195,4252,F-ZSCG1,B738,B-5196,1455861861,CSX,NKG,,0,-1728,CCD8958,0
8dc2e1e,7804CE,31.674,118.5572,108,4000,191,4252,F-ZSCG1,B738,B-5196,1455861945,CSX,NKG,,0,-960,CCD8958,0
8dc2e1e,7804CE,31.6528,118.6342,107,3375,179,4252,F-ZSNJ2,B738,B-5196,1455862025,CSX,NKG,,0,-1664,CCD8958,0
8dc2e1e,7804CE,31.6456,118.7198,62,1950,165,4252,F-ZSNJ3,B738,B-5196,1455862120,CSX,NKG,,0,-448,CCD8958,0
8dc2e1e,7804CE,31.6752,118.776,58,1250,136,4252,F-ZSNJ2,B738,B-5196,1455862203,CSX,NKG,,0,-1024,CCD8958,0
8dc2e1e,7804CE,31.6979,118.8188,57,375,138,4252,F-ZSNJ2,B738,B-5196,1455862270,CSX,NKG,,0,-704,CCD8958,0
8dc2e1e,7804CE,31.7053,118.8322,57,375,138,4252,F-ZSNJ2,B738,B-5196,1455862295,CSX,NKG,,0,-704,CCD8958,0
